# "VHN 01:1998" to Unicode mappings compiled from multiple versions of the Unihan database,
#   excluding those for the Compatibility Ideographs Supplement Unicode block.
0x7B25	U+24056
0x7B26	U+240E2
0x7B27	U+240B1
0x7B28	U+24058
0x7B29	U+24059
0x7B2A	U+24069
0x7B2B	U+240A8
0x7B2C	U+240AB
0x7B2D	U+240B7
0x7B2E	U+240DC
0x7B2F	U+240DE
0x7B30	U+240E0
0x7B31	U+240E1
0x7B34	U+2410C
0x7B35	U+2412E
0x7B36	U+24130
0x7B37	U+24131
0x7B38	U+24132
0x7B39	U+2415C
0x7B3A	U+24167
0x7B3B	U+24188
0x7B3C	U+241B7
0x7B3D	U+241B9
0x7B3E	U+241BA
0x7B3F	U+3DA9
0x7B40	U+241E3
0x7B41	U+241E4
0x7B42	U+241BB
0x7B43	U+24224
0x7B44	U+241E8
0x7B45	U+241E9
0x7B46	U+241EA
0x7B47	U+241E2
# U+241FD, not U+241F3; see https://www.unicode.org/irg/docs/n2798-VSourceChanges.pdf
0x7B48	U+241FD
0x7B49	U+2421D
0x7B4A	U+2421F
0x7B4B	U+2422A
0x7B4C	U+24253
0x7B4D	U+24258
0x7B4E	U+2425A
0x7B4F	U+2425B
0x7B50	U+2425C
0x7B51	U+242A0
0x7B52	U+242A3
0x7B53	U+242A5
0x7B54	U+242A8
0x7B55	U+242A9
0x7B56	U+242AA
0x7B57	U+242AB
0x7B58	U+242AC
0x7B59	U+242AD
0x7B5A	U+242F6
0x7B5B	U+242F9
0x7B5C	U+242FC
0x7B5D	U+242FD
0x7B5E	U+242FF
0x7B60	U+24300
0x7B61	U+3DD9
0x7B62	U+24344
0x7B63	U+24345
0x7B64	U+24347
0x7B65	U+24305
0x7B66	U+24349
0x7B67	U+2434B
0x7B68	U+2438D
0x7B69	U+2438F
0x7B6A	U+24391
0x7B6B	U+24393
0x7B6C	U+243E3
0x7B6D	U+243E5
0x7B6E	U+2439B
0x7B6F	U+243EA
0x7B70	U+243EB
0x7B72	U+243EC
0x7B74	U+24420
0x7B75	U+24421
0x7B76	U+24448
0x7B77	U+24449
0x7B78	U+2446C
0x7B79	U+2446E
0x7B7B	U+2449A
0x7B7C	U+2449B
0x7B7D	U+244A2
0x7B7E	U+244A6
0x7C21	U+244C6
0x7C22	U+244B4
0x7C24	U+242B0
0x7C25	U+244FA
0x7C26	U+2452F
0x7C28	U+2453E
0x7C29	U+245B8
0x7C2A	U+245B9
0x7C2B	U+23F4A
0x7C2C	U+245F2
0x7C2D	U+24601
0x7C2E	U+24602
0x7C2F	U+245A1
0x7C30	U+2460B
0x7C31	U+24613
0x7C32	U+246A6
0x7C33	U+246A7
0x7C35	U+246DE
0x7C36	U+24720
0x7C37	U+2472F
0x7C38	U+3E5F
0x7C39	U+3E60
0x7C3A	U+2474B
0x7C3B	U+24751
0x7C3C	U+2475E
0x7C3D	U+3E6B
0x7C3E	U+24791
0x7C3F	U+72EC
0x7C40	U+24794
0x7C41	U+24795
0x7C42	U+24796
0x7C43	U+247A6
0x7C44	U+247A7
0x7C45	U+3E6D
0x7C46	U+247A8
0x7C47	U+247A9
0x7C48	U+247AA
0x7C49	U+247AB
0x7C4A	U+247C2
0x7C4B	U+24803
0x7C4C	U+24805
0x7C4D	U+24806
0x7C4E	U+247DB
0x7C4F	U+24837
0x7C50	U+2481A
0x7C51	U+24831
0x7C52	U+24832
0x7C53	U+24834
0x7C54	U+24839
0x7C55	U+2485A
0x7C56	U+2485B
0x7C57	U+3E97
0x7C58	U+24887
0x7C59	U+24894
0x7C5A	U+24897
0x7C5B	U+248A4
0x7C5C	U+735C
0x7C5D	U+248A5
0x7C5E	U+2480B
0x7C5F	U+248AC
0x7C60	U+248BD
0x7C61	U+248BE
0x7C62	U+248BF
0x7C63	U+248DA
0x7C64	U+2496D
0x7C65	U+24951
0x7C66	U+24A8A
0x7C67	U+24AFF
0x7C68	U+24B00
0x7C69	U+24B08
0x7C6A	U+24B32
0x7C6B	U+24B38
0x7C6C	U+24B76
0x7C6D	U+24B78
0x7C6E	U+24B84
0x7C6F	U+24BA0
0x7C70	U+24B9F
0x7C71	U+24BBE
0x7C72	U+24BC6
0x7C73	U+24BCA
0x7C74	U+24BD1
0x7C75	U+24BE8
0x7C76	U+24BF1
0x7C77	U+24BF6
0x7C78	U+24BFF
0x7C79	U+24C01
0x7C7A	U+25653
0x7C7B	U+24C8C
0x7C7C	U+24CC4
0x7C7D	U+24CE8
0x7C7E	U+24CF1
0x7D21	U+24CF8
0x7D22	U+24CFD
0x7D23	U+24D0F
0x7D24	U+24D25
0x7D25	U+24D55
0x7D26	U+24D76
0x7D27	U+24D4A
0x7D28	U+24D56
0x7D29	U+24D6A
0x7D2A	U+24D74
0x7D2B	U+75C4
0x7D2E	U+24D8F
0x7D2F	U+24D84
0x7D30	U+24D9C
0x7D31	U+24DBA
0x7D32	U+24DBD
0x7D33	U+24DBE
0x7D34	U+75DA
0x7D36	U+24DC4
0x7D37	U+24DEE
0x7D38	U+24DF0
0x7D39	U+24DF2
0x7D3A	U+24DF4
0x7D3B	U+24E28
0x7D3C	U+24E12
0x7D3D	U+24DC2
0x7D3E	U+24E2D
0x7D3F	U+24E51
0x7D41	U+24E54
0x7D42	U+32C6B
0x7D43	U+24E59
0x7D44	U+24E7C
0x7D45	U+24E7D
0x7D46	U+24E7F
0x7D47	U+24EAE
0x7D48	U+24EB0
0x7D49	U+764B
0x7D4A	U+24EFE
0x7D4B	U+24EB2
0x7D4C	U+24EB3
0x7D4D	U+24EB4
0x7D4E	U+24ECF
0x7D4F	U+24EB5
0x7D50	U+24ED1
0x7D52	U+24ED3
0x7D53	U+24ED4
0x7D54	U+760C
0x7D55	U+24EF3
0x7D56	U+24EFC
0x7D57	U+24EFD
0x7D58	U+29E8B
0x7D59	U+24F14
0x7D5A	U+24F15
0x7D5B	U+24F1E
0x7D5C	U+24F40
0x7D5D	U+24F57
0x7D5E	U+24F75
0x7D5F	U+24F94
0x7D60	U+24FAF
0x7D61	U+24FB0
0x7D62	U+24FB1
0x7D63	U+24FE6
0x7D64	U+24FF1
0x7D65	U+2500C
0x7D66	U+260EF
0x7D67	U+2502A
0x7D68	U+24FB7
0x7D69	U+25033
0x7D6A	U+25077
0x7D6B	U+25089
0x7D6C	U+250DA
0x7D6D	U+250DB
0x7D6E	U+250D1
0x7D6F	U+250E8
0x7D70	U+2512C
0x7D71	U+2512E
0x7D72	U+25166
0x7D74	U+25180
0x7D76	U+4028
0x7D77	U+251A1
0x7D78	U+7748
0x7D79	U+251BB
0x7D7A	U+251BD
0x7D7B	U+2519F
0x7D7C	U+251C0
0x7D7D	U+4032
0x7D7E	U+251C2
0x7E21	U+251F7
0x7E22	U+251FA
0x7E23	U+251FB
0x7E24	U+251FC
0x7E25	U+251FD
0x7E26	U+2522F
0x7E27	U+25231
0x7E28	U+25233
0x7E29	U+25235
0x7E2A	U+25222
0x7E2B	U+25269
0x7E2C	U+2523A
0x7E2D	U+2526B
0x7E2E	U+2526D
0x7E2F	U+2526E
0x7E30	U+2523F
0x7E31	U+2526F
0x7E33	U+252A4
0x7E34	U+25278
0x7E35	U+25280
0x7E36	U+25297
0x7E37	U+25299
0x7E38	U+2529B
0x7E39	U+2529D
0x7E3A	U+2529F
0x7E3B	U+252A0
0x7E3C	U+252A1
0x7E3D	U+252A2
0x7E3E	U+252A3
0x7E3F	U+252B4
0x7E40	U+77B7
0x7E41	U+252D3
0x7E42	U+252D4
0x7E43	U+252F3
0x7E45	U+252F5
0x7E46	U+252F7
0x7E47	U+252F8
0x7E48	U+252FA
0x7E49	U+25300
0x7E4A	U+25308
0x7E4B	U+2530E
0x7E4C	U+25319
0x7E4D	U+25352
0x7E4E	U+25326
0x7E50	U+2532B
0x7E51	U+25338
0x7E52	U+2532C
0x7E53	U+25356
0x7E54	U+2534E
0x7E55	U+252A6
0x7E56	U+25358
0x7E57	U+25351
0x7E58	U+2535B
0x7E59	U+25381
0x7E5A	U+237EE
0x7E5B	U+253CC
0x7E5C	U+253CD
0x7E5D	U+253FF
0x7E5E	U+25409
0x7E5F	U+2540D
0x7E60	U+25414
0x7E61	U+25427
0x7E62	U+25443
0x7E63	U+25472
0x7E64	U+25460
0x7E65	U+25476
0x7E66	U+25483
0x7E67	U+25485
0x7E68	U+254AE
0x7E69	U+254C4
0x7E6A	U+254C5
0x7E6B	U+40C4
0x7E6C	U+254F4
0x7E6D	U+254F5
0x7E6E	U+254F6
0x7E6F	U+254F7
0x7E70	U+254F8
0x7E71	U+25527
0x7E72	U+78C9
0x7E73	U+78E2
0x7E74	U+2554A
0x7E75	U+25590
0x7E76	U+25592
0x7E77	U+25594
0x7E79	U+25595
0x7E7A	U+25596
0x7E7B	U+255B8
0x7E7C	U+255BA
0x7E7D	U+255CD
0x7E7E	U+255E9
0x7F21	U+40F9
0x7F22	U+255F3
0x7F23	U+255F9
0x7F24	U+255FD
0x7F25	U+25611
0x7F26	U+25667
0x7F28	U+25685
0x7F29	U+25686
0x7F2A	U+29CA1
0x7F2B	U+2574E
0x7F2D	U+79D8
0x7F2E	U+25796
0x7F2F	U+257B5
0x7F30	U+4158
0x7F31	U+257F9
0x7F32	U+257CC
0x7F33	U+2582D
0x7F34	U+7A49
0x7F35	U+2582F
0x7F36	U+25883
0x7F37	U+25885
0x7F38	U+25890
0x7F39	U+258AB
0x7F3A	U+258D1
0x7F3B	U+25889
0x7F3D	U+5E18
0x7F3E	U+259CE
0x7F3F	U+259EA
0x7F40	U+25A0B
0x7F41	U+41B0
0x7F42	U+25A27
0x7F43	U+25A28
0x7F44	U+25A4D
0x7F45	U+25A85
0x7F46	U+25AB8
0x7F47	U+25ACC
0x7F48	U+8D11
0x7F49	U+25ADF
0x7F4A	U+25AED
0x7F4B	U+41DB
0x7F4C	U+25B0A
0x7F4D	U+25B09
0x7F4E	U+25B0B
0x7F4F	U+25B27
0x7F50	U+41EE
0x7F51	U+25B29
0x7F52	U+25B2E
0x7F53	U+25B4C
0x7F54	U+7B59
0x7F55	U+25B75
0x7F56	U+25B76
0x7F57	U+25BC7
0x7F58	U+25BCA
0x7F59	U+25BCC
0x7F5A	U+25BCE
0x7F5B	U+25BCF
0x7F5D	U+25BEA
0x7F5E	U+25C04
0x7F5F	U+25C08
0x7F60	U+25C0A
0x7F61	U+25C6B
0x7F62	U+25C6D
0x7F63	U+25C6F
0x7F64	U+25C70
0x7F65	U+25C71
0x7F66	U+25C72
0x7F67	U+25CC5
0x7F68	U+25CC3
0x7F69	U+25CC4
0x7F6A	U+25C74
0x7F6B	U+4252
0x7F6C	U+4227
0x7F6D	U+25D18
0x7F6E	U+25D1B
0x7F6F	U+25CD3
0x7F70	U+25D5A
0x7F71	U+25D1C
0x7F73	U+25CC9
0x7F74	U+25D22
0x7F75	U+25D56
0x7F76	U+25D58
0x7F77	U+25D59
0x7F78	U+25D7F
0x7F79	U+426D
0x7F7A	U+25D82
0x7F7B	U+25DAE
0x7F7C	U+25DB0
0x7F7D	U+25DB1
0x7F7E	U+25DB2
0x8021	U+25DB3
0x8022	U+25DD3
0x8023	U+25E06
0x8024	U+25DFA
0x8025	U+25DFB
0x8026	U+25E01
0x8027	U+25E0D
0x8028	U+25E12
0x8029	U+25E13
0x802A	U+25E20
0x802B	U+25E04
0x802C	U+25E37
0x802D	U+25E6F
0x802E	U+25E8F
0x802F	U+25E90
0x8030	U+25E91
0x8031	U+25E93
0x8032	U+25E95
0x8033	U+25E96
0x8034	U+25E5E
0x8035	U+25EBA
0x8036	U+25EBD
0x8037	U+25EBE
0x8038	U+25EBF
0x8039	U+21890
0x803A	U+25EE1
0x803B	U+25EE3
0x803C	U+25EE7
0x803D	U+25EEE
0x803E	U+25F15
0x803F	U+25F16
0x8040	U+25EFC
0x8041	U+25F32
0x8042	U+25F4C
0x8043	U+25F4E
0x8044	U+25F69
0x8045	U+25F61
0x8046	U+25F62
0x8047	U+25F75
0x8048	U+25F83
0x8049	U+25F97
0x804A	U+25FBE
0x804B	U+25FB5
0x804C	U+25FC2
0x804D	U+25FD7
0x804E	U+7D37
0x804F	U+26011
0x8050	U+25FFA
0x8051	U+2600B
0x8052	U+26005
0x8053	U+2600D
0x8054	U+2600F
0x8055	U+26010
0x8058	U+26017
0x8059	U+26039
0x805A	U+26034
0x805B	U+2603C
0x805C	U+2603D
0x805D	U+7DB5
0x805E	U+26040
0x805F	U+7D9B
0x8060	U+26041
0x8061	U+26042
0x8062	U+2602A
0x8063	U+26079
0x8064	U+26045
0x8065	U+2607C
0x8066	U+2607D
0x8067	U+26016
0x8068	U+2607F
0x8069	U+26088
0x806A	U+7DE4
0x806B	U+260BA
0x806C	U+260BB
0x806D	U+7DD3
0x806F	U+260BC
0x8070	U+260BD
0x8071	U+260BE
0x8072	U+260BF
0x8073	U+26081
0x8074	U+260D0
0x8075	U+260EE
0x8076	U+260FF
0x8077	U+26101
0x8078	U+26103
0x8079	U+26104
0x807A	U+26106
0x807B	U+26107
0x807C	U+430C
0x807D	U+4311
0x807E	U+2610C
0x8121	U+26113
0x8122	U+2611E
0x8123	U+26134
0x8124	U+26135
0x8125	U+26123
0x8126	U+26136
0x8127	U+2613A
0x8128	U+26137
0x8129	U+26138
0x812A	U+26139
0x812B	U+26108
0x812C	U+2613E
0x812D	U+2616D
0x812E	U+26170
0x812F	U+7FB6
0x8130	U+264B5
0x8131	U+264CA
0x8132	U+26519
0x8133	U+26573
0x8134	U+26587
0x8135	U+265A1
0x8137	U+265FD
0x8138	U+2664F
0x813A	U+26664
0x813B	U+2665C
0x813C	U+266DC
0x813D	U+266FB
0x813E	U+266FD
0x813F	U+266FF
0x8140	U+26718
0x8141	U+26743
0x8142	U+26746
0x8143	U+26748
0x8144	U+26749
0x8145	U+2674A
0x8146	U+2674B
0x8147	U+2674C
0x8148	U+2674D
0x8149	U+2674E
0x814A	U+2671E
0x814B	U+440F
0x814C	U+26765
0x814D	U+2678D
0x814E	U+2678F
0x814F	U+26791
0x8150	U+26781
0x8151	U+26792
0x8152	U+26793
0x8154	U+2338A
0x8155	U+26794
0x8156	U+26779
0x8157	U+267A2
0x8158	U+267CA
0x8159	U+267CE
0x815A	U+267DC
0x815B	U+267F6
0x815D	U+267F8
0x815E	U+267FA
0x815F	U+267FC
0x8160	U+267FD
0x8161	U+267FE
0x8162	U+267FF
0x8163	U+26818
0x8164	U+2686C
0x8165	U+2686F
0x8166	U+2B736
0x8167	U+26833
0x8168	U+26835
0x8169	U+267D6
0x816A	U+267D7
0x816B	U+26836
0x816C	U+2685F
0x816D	U+26860
0x816E	U+233A3
0x816F	U+26861
0x8170	U+26862
0x8171	U+26872
0x8172	U+26876
0x8173	U+4445
0x8174	U+26889
0x8175	U+268B7
0x8176	U+26865
0x8177	U+2689F
0x8178	U+268A0
0x8179	U+268A1
0x817A	U+268A2
0x817B	U+268A9
0x817C	U+268B4
0x817D	U+6ED5
0x817E	U+268B5
0x8221	U+268B6
0x8222	U+26866
0x8223	U+268BE
0x8224	U+268CE
0x8225	U+268D5
0x8227	U+2692E
0x8228	U+2693E
0x8229	U+21CF6
0x822A	U+269C3
0x822B	U+25687
0x822C	U+269FD
0x822D	U+26A02
0x822E	U+26A5A
0x822F	U+26A5B
0x8230	U+26A73
0x8231	U+8254
0x8232	U+26A82
0x8233	U+26A83
0x8234	U+26AA8
0x8235	U+26A90
0x8236	U+26AA6
0x8237	U+8264
0x8238	U+26ABB
0x8239	U+26ABC
0x823A	U+26BB2
0x823B	U+26CB9
0x823C	U+26CBB
0x823D	U+26CBE
0x823E	U+26CBF
0x823F	U+26D58
0x8240	U+26D5B
0x8241	U+84A5
0x8242	U+26DE8
0x8243	U+215D0
0x8244	U+26F28
0x8245	U+26DEC
0x8246	U+26DED
0x8247	U+26CD9
0x8248	U+26DEE
0x8249	U+26DEB
0x824A	U+26DEF
0x824C	U+26DE9
0x824D	U+26E6F
0x824E	U+26E71
0x824F	U+26E74
0x8250	U+26E76
0x8251	U+26E79
0x8252	U+26E7A
0x8253	U+26E7B
0x8254	U+84E2
0x8256	U+26E93
0x8257	U+26F1A
0x8258	U+26F1B
0x8259	U+26F03
0x825A	U+26F1D
0x825B	U+26F1E
0x825C	U+26F20
0x825D	U+26F1F
0x825F	U+26F70
0x8260	U+27078
0x8261	U+4505
0x8262	U+26FA3
0x8263	U+26FA4
0x8264	U+26FA5
0x8265	U+27079
0x8266	U+240E5
0x8268	U+2700F
0x8269	U+27011
0x826A	U+2701E
0x826B	U+2701F
0x826C	U+27028
0x826D	U+2707A
0x826E	U+27084
0x826F	U+27081
0x8270	U+270CB
0x8271	U+270CC
0x8272	U+270FD
0x8273	U+270F6
0x8274	U+270F7
0x8275	U+27155
0x8276	U+2716B
0x8278	U+27184
0x8279	U+27223
0x827B	U+2728A
0x827C	U+2728B
0x827D	U+27295
0x827E	U+2728E
0x8321	U+272C1
0x8322	U+272C4
0x8323	U+272F6
0x8324	U+272F8
0x8325	U+272FA
0x8326	U+272FC
0x8327	U+272CD
0x8328	U+272FF
0x8329	U+2730E
0x832A	U+27441
0x832B	U+27347
0x832C	U+273A0
0x832D	U+2734A
0x832E	U+2734C
0x832F	U+2734E
0x8330	U+2734F
0x8331	U+27350
0x8332	U+27374
0x8333	U+2739B
0x8334	U+2739D
0x8335	U+273F0
0x8336	U+273F3
0x8337	U+273F4
0x8338	U+273F5
0x8339	U+273B4
0x833A	U+273F6
0x833B	U+273F7
0x833D	U+27439
0x833E	U+2743B
0x833F	U+2743C
0x8340	U+2743D
0x8341	U+2743E
0x8342	U+27442
0x8343	U+2743F
0x8344	U+27445
0x8346	U+27485
0x8347	U+27487
0x8348	U+27450
0x8349	U+274C5
0x834A	U+274C7
0x834B	U+2748D
0x834C	U+274CF
0x834D	U+274EE
0x834E	U+2751C
0x834F	U+4603
0x8350	U+2751A
0x8352	U+2753E
0x8353	U+2753F
0x8354	U+27590
0x8355	U+27540
0x8356	U+2756C
0x8357	U+27583
0x8358	U+275B0
0x8359	U+27607
0x835A	U+27638
0x835B	U+276A0
0x835C	U+276AD
0x835D	U+276C7
0x835E	U+276CA
0x835F	U+276DE
0x8360	U+276F6
0x8361	U+27735
0x8362	U+27739
0x8363	U+2773A
0x8364	U+27766
0x8365	U+27768
0x8366	U+27769
0x8367	U+2778A
0x8368	U+2778B
0x8369	U+277BE
0x836A	U+277C0
0x836B	U+277DD
0x836C	U+277C1
0x836D	U+27805
0x836E	U+2789F
0x836F	U+278E0
0x8370	U+27939
0x8371	U+27943
0x8372	U+27947
0x8373	U+27994
0x8374	U+27995
0x8375	U+27996
0x8376	U+8A6B
0x8377	U+27AFC
0x8378	U+8B56
0x8379	U+27BC5
0x837A	U+27C7A
0x837B	U+27CBC
0x837C	U+27CC7
0x837D	U+27CD8
0x837E	U+27D0B
0x8421	U+27D31
0x8423	U+27D5F
0x8424	U+8CCD
0x8425	U+27DAC
0x8426	U+27DAE
0x8427	U+27D84
0x8428	U+27DF9
0x8429	U+27E12
0x842A	U+27E13
0x842B	U+27E45
0x842C	U+27E4B
0x842D	U+27E5F
0x842E	U+27E65
0x842F	U+27E6B
0x8430	U+27E71
0x8431	U+27E7B
0x8432	U+27E7F
0x8433	U+27E81
0x8435	U+27E82
0x8436	U+27E95
0x8437	U+27ED0
0x8438	U+27EEA
0x8439	U+27F0C
0x843A	U+27EED
0x843B	U+27F0D
0x843C	U+27F47
0x843D	U+27F48
0x843E	U+27F8C
0x843F	U+27FD0
0x8440	U+27FD1
0x8441	U+27FEB
0x8442	U+27FFA
0x8443	U+28030
0x8444	U+2800B
0x8445	U+2800D
0x8446	U+2800F
0x8447	U+28011
0x8448	U+2803A
0x8449	U+2803C
0x844A	U+2803E
0x844B	U+2803F
0x844C	U+28066
0x844D	U+2804E
0x844E	U+2806B
0x844F	U+2806D
0x8450	U+2806F
0x8451	U+28070
0x8452	U+28095
0x8453	U+28097
0x8454	U+28098
0x8455	U+28099
0x8456	U+2809A
0x8457	U+280C9
0x8458	U+280CB
0x8459	U+280CE
0x845A	U+280D0
0x845B	U+28170
0x845C	U+280D1
0x845D	U+28102
0x845E	U+280F0
0x845F	U+280F7
0x8460	U+280F8
0x8461	U+280FA
0x8462	U+280FC
0x8463	U+280FE
0x8464	U+28109
0x8465	U+2810A
0x8466	U+28111
0x8467	U+28134
0x8468	U+28137
0x8469	U+2813A
0x846C	U+2813C
0x846D	U+2813D
0x846E	U+28149
0x846F	U+28140
0x8470	U+28142
0x8471	U+28144
0x8472	U+28120
0x8473	U+28135
0x8475	U+28192
0x8476	U+28179
0x8477	U+2817C
0x8478	U+281C9
0x8479	U+2817D
0x847A	U+8E7E
0x847B	U+2817E
0x847C	U+28182
0x847D	U+2819E
0x847E	U+281A0
0x8522	U+281A3
0x8523	U+2817F
0x8524	U+281BE
0x8525	U+281A5
0x8526	U+28147
0x8527	U+281B6
0x8528	U+281B7
0x8529	U+281B8
0x852A	U+281B9
0x852B	U+281BA
0x852C	U+281DB
0x852D	U+281DC
0x852E	U+281D7
0x852F	U+281E3
0x8530	U+281EC
0x8531	U+8E94
0x8532	U+281F6
0x8533	U+281F7
0x8534	U+281F8
0x8535	U+281F9
0x8537	U+28212
0x8538	U+28253
0x8539	U+28260
0x853A	U+2828B
0x853B	U+282E4
0x853C	U+28366
0x853D	U+28386
0x853E	U+2839E
0x853F	U+2839F
0x8540	U+283A0
0x8541	U+283C4
0x8542	U+283E7
0x8543	U+2843A
0x8544	U+FA24
0x8545	U+2847B
0x8546	U+2849F
0x8547	U+284B9
0x8548	U+28509
0x8549	U+2850C
0x854A	U+2850D
0x854B	U+285A8
0x854C	U+285A9
0x854D	U+285DB
0x854E	U+285DC
0x854F	U+2864C
0x8550	U+2864D
0x8551	U+28665
0x8552	U+2865B
0x8553	U+2865D
0x8554	U+28833
0x8556	U+28849
0x8557	U+28868
0x8558	U+2887C
0x8559	U+285EE
0x855B	U+288E4
0x855C	U+288BC
0x855D	U+28930
0x855E	U+28935
0x855F	U+2893B
0x8560	U+2893C
0x8561	U+922C
0x8562	U+9222
0x8563	U+28980
0x8564	U+9273
0x8565	U+289A6
0x8566	U+28999
0x8567	U+289AD
0x8568	U+289BD
0x8569	U+289DD
0x856A	U+289E0
0x856B	U+289E2
0x856C	U+289E3
0x856D	U+4935
0x856E	U+9346
0x856F	U+28A05
0x8570	U+28A28
0x8571	U+28A2A
0x8572	U+28A2B
0x8573	U+28A60
0x8574	U+28A9E
0x8575	U+28AC5
0x8576	U+28AC7
0x8577	U+28ACA
0x8578	U+93B7
0x8579	U+28AF5
0x857A	U+28B09
0x857B	U+28B0A
0x857C	U+28B0B
0x857D	U+93D3
0x857E	U+28B51
0x8621	U+28B52
0x8622	U+28B88
0x8623	U+28B8A
0x8624	U+28B8C
0x8625	U+28B8E
0x8626	U+28B90
0x8627	U+28B91
0x8628	U+28B92
0x8629	U+28BB6
0x862A	U+28BD8
0x862B	U+9465
0x862C	U+28BB9
0x862D	U+28BDB
0x862E	U+28BF7
0x862F	U+28BF8
0x8630	U+28C32
0x8631	U+28C07
0x8632	U+28BBB
0x8633	U+28C27
0x8634	U+28C7E
0x8635	U+28C85
0x8636	U+28CB7
0x8637	U+28CE6
0x8638	U+28CF1
0x8639	U+28D26
0x863A	U+28D63
0x863B	U+28E08
0x863C	U+28D9B
0x863D	U+29993
0x863E	U+28DF6
0x863F	U+28E3E
0x8640	U+28E6C
0x8641	U+28EEB
0x8642	U+28EEC
0x8643	U+28F0B
0x8644	U+28F1A
0x8645	U+29033
0x8646	U+29066
0x8647	U+29076
0x8648	U+29090
0x8649	U+2910F
0x864A	U+29112
0x864B	U+29114
0x864C	U+29128
0x864D	U+29130
0x864E	U+29133
0x864F	U+29135
0x8650	U+29136
0x8651	U+29159
0x8652	U+2915B
0x8653	U+29179
0x8654	U+2918B
0x8655	U+2917B
0x8656	U+2918F
0x8657	U+2918D
0x8658	U+291A0
0x8659	U+291A1
0x865A	U+29190
0x865B	U+291BE
0x865C	U+291A2
0x865D	U+291B4
0x865E	U+291C6
0x865F	U+291CD
0x8660	U+291E2
0x8661	U+29202
0x8662	U+2922A
0x8663	U+292BD
0x8664	U+292BE
0x8666	U+29353
0x8667	U+29363
0x8668	U+29470
0x8669	U+294DC
0x866A	U+294DB
0x866B	U+29585
0x866C	U+29629
0x866D	U+29623
0x866E	U+2962C
0x8670	U+2964C
0x8671	U+2964D
0x8672	U+232F0
0x8673	U+29655
0x8674	U+29673
0x8675	U+29679
0x8676	U+296A6
0x8677	U+296A9
0x8678	U+296C3
0x8679	U+296C4
0x867A	U+296DC
0x867B	U+2972B
0x867C	U+2973D
0x867D	U+29747
0x867E	U+2977A
0x8721	U+9950
0x8722	U+297E2
0x8723	U+297FB
0x8724	U+297FC
0x8725	U+29813
0x8726	U+29820
0x8727	U+29829
0x8728	U+2982D
0x8729	U+29833
0x872A	U+29834
0x872B	U+29835
0x872C	U+29838
0x872D	U+298A6
0x872E	U+298AC
0x872F	U+4BB4
0x8730	U+29A47
0x8731	U+29A56
0x8732	U+29A6C
0x8733	U+29A6A
0x8734	U+29ADB
0x8735	U+29AE6
0x8736	U+29B06
0x8737	U+29B11
0x8738	U+29B46
0x8739	U+29B5C
0x873A	U+29B76
0x873B	U+29B94
0x873C	U+29B95
0x873D	U+29BAD
0x873E	U+29BC2
0x873F	U+29BC0
0x8740	U+29BC1
0x8741	U+29BEE
0x8742	U+29BEF
0x8743	U+29C08
0x8744	U+29CA5
0x8745	U+29CCA
0x8746	U+29CF4
0x8747	U+29D05
0x8748	U+29D1A
0x8749	U+293F3
0x874A	U+29D43
0x874B	U+29D5D
0x874C	U+29D5E
0x874D	U+4C3C
0x874E	U+29D7E
0x874F	U+29D7F
0x8750	U+29D9F
0x8751	U+29D9D
0x8752	U+29DAA
0x8753	U+29DC6
0x8754	U+29DC7
0x8755	U+29DC8
0x8756	U+29DC9
0x8757	U+29DCA
0x8758	U+4C51
0x8759	U+4C52
0x875A	U+29DD5
0x875B	U+29DDB
0x875C	U+29DF6
0x875D	U+9BD1
0x875E	U+9BD4
0x875F	U+4C5B
0x8760	U+29E04
0x8761	U+29E2F
0x8762	U+29E31
0x8763	U+29E33
0x8764	U+29E35
0x8765	U+29E18
0x8766	U+29E36
0x8767	U+29E37
0x8768	U+29E38
0x876A	U+29E69
0x876B	U+9C10
0x876C	U+29E6D
0x876D	U+29E6E
0x876E	U+29E6F
0x876F	U+29E70
0x8770	U+29E64
0x8772	U+29EA2
0x8773	U+29EA5
0x8774	U+29EA7
0x8775	U+29EA8
0x8776	U+29EA9
0x8777	U+29EAA
0x8778	U+29EDF
0x8779	U+29EAF
0x877A	U+29EB1
0x877B	U+29EBA
0x877C	U+29ED1
0x877D	U+29ED3
0x877E	U+29F01
0x8821	U+29ED4
0x8822	U+29ED5
0x8823	U+29EF9
0x8824	U+29EFB
0x8825	U+29F08
0x8826	U+9C69
0x8827	U+29F00
0x8828	U+29F24
0x8829	U+29F38
0x882A	U+9C72
0x882B	U+29F49
0x882C	U+29F4A
0x882D	U+29F4B
0x882F	U+29F57
0x8830	U+29F64
0x8831	U+29F65
0x8832	U+29FD9
0x8833	U+4CBC
0x8834	U+29FE8
0x8835	U+2A010
0x8836	U+2A01A
0x8837	U+2A00E
0x8838	U+2A043
0x8839	U+2A044
0x883A	U+2A045
0x883B	U+2A046
0x883C	U+2A047
0x883D	U+29FE0
0x883E	U+9D49
0x883F	U+2A074
0x8840	U+2A075
0x8841	U+2A04E
0x8842	U+2A0AE
0x8843	U+2A0AF
0x8844	U+2A0B0
0x8845	U+2A0B2
0x8846	U+2A0D9
0x8847	U+2A0F2
0x8848	U+2A0F4
0x8849	U+2A0F5
0x884B	U+4CE7
0x884C	U+2A11E
